282.25,229.0
305.375,198.375
291.0,155.25
211.0,169.625
211.0,169.625
211.625,214.625
291.625,226.5
305.375,183.375
278.5,147.125
234.125,147.125
205.375,183.375
262.875,240.875
262.25,240.25
299.75,212.75
299.75,167.75
264.125,140.875
220.375,154.625
206.625,197.125
277.25,236.5
304.125,200.25
291.625,156.5
291.625,155.25
212.25,167.125
210.375,212.75
246.0,240.25
289.75,228.375
306.0,185.875
281.0,148.375
235.375,145.875
207.25,180.875
260.375,240.25
256.0,235.875
301.625,171.5
299.75,170.25
222.25,153.375
206.0,195.875
230.375,234.0
275.375,236.5
275.375,235.875
294.125,159.0
294.125,159.0
213.5,165.25
209.75,210.25
243.5,240.25
287.875,230.25
282.875,149.625
282.875,149.625
237.875,144.625
207.875,178.375
217.25,222.75
297.875,219.0
302.875,174.0
269.75,143.375
224.75,152.125
206.0,193.375
227.875,232.75
272.875,238.375
304.125,205.875
295.375,160.875
214.75,162.75
214.75,162.75
208.5,207.75
241.625,239.0
286.0,231.5
284.75,150.875
240.375,144.0
208.5,176.5
208.5,176.5
256.0,241.5
296.625,220.875
303.5,176.5
271.625,144.0
227.25,150.875
206.0,190.875
226.0,231.5
270.375,239.625
303.5,207.75
257.25,141.5
257.25,141.5
216.625,160.875
239.125,238.375
284.125,232.75
306.0,193.375
287.25,152.125
242.875,143.375
209.125,174.0
214.125,219.0
253.5,241.5
294.75,222.75
304.125,179.0
229.125,149.625
229.125,149.625
224.125,230.25
268.5,240.25
268.5,240.25
298.5,165.25
259.75,141.5
259.75,141.5
207.25,203.375
235.375,237.75
280.375,234.0
306.0,195.875
288.5,154.0
244.75,142.75
212.25,217.125
250.375,241.5
248.5,242.75
302.875,181.5
275.375,143.375
231.0,148.375
206.625,185.875
222.25,228.375
266.0,240.25
301.625,212.75
299.75,167.125
261.625,142.125
219.75,159.0
201.625,198.375
233.5,234.0
276.625,230.875
301.625,194.625
289.125,154.0
