320.5017,-55.95955
555.2142,14.99045
555.6829,207.5529
516.0829,418.7529
177.0079,423.7029
-43.67954,420.4029
-44.09204,324.2904
-10.26704,66.89044
232.6954,-56.03455
544.1329,-56.03455
555.6829,-5.297055
555.6829,142.7905
555.6829,306.5529
310.6579,422.8779
-37.4921,423.7029
-44.0921,353.5779
-44.0921,207.1405
52.0204,-7.772029
250.0204,-56.03453
536.2953,-19.32203
555.6829,141.1405
555.6829,348.2155
484.3203,423.7029
264.8703,422.4654
-5.317146,361.0029
-44.09214,255.403
-15.21715,149.803
148.9578,78.44051
385.7328,104.0155
553.2078,212.503
531.3452,363.478
364.2828,421.6405
140.7078,392.353
-15.62972,285.103
-38.72972,116.803
60.68277,-22.2095
285.0828,-32.522
435.6452,54.10299
520.2077,218.278
473.1827,346.153
297.0452,399.778
19.02022,333.3655
-44.09227,218.6905
-9.029778,64.82802
139.0577,-53.97198
360.1577,-42.42198
549.0826,59.87802
552.7951,201.778
385.7326,346.5655
142.7701,370.078
-29.65485,291.703
-44.09235,143.6156
8.295153,-20.55944
147.3076,-56.03444
432.7576,-11.89694
555.2701,116.803
555.6826,269.0155
528.4576,373.7905
307.3577,423.2906
49.54522,416.6906
-44.09227,335.4281
-44.09227,178.6781
8.707724,6.253073
186.0827,-56.03442
419.9702,-16.84693
555.2702,114.7406
543.7202,262.4156
410.8953,355.2281
177.8328,380.803
-12.32972,330.4781
-44.09222,192.7031
26.03278,52.04058
174.1203,-30.87191
376.2452,-9.834415
548.6702,82.56557
552.7952,192.703
396.4577,316.8655
167.9327,356.878
-4.079808,314.3905
-44.0923,188.578
25.20769,33.47802
220.7327,-55.62197
418.3202,-19.73447
535.0576,59.05302
550.3202,230.2405
452.1452,333.3655
270.6452,370.903
80.8952,336.6655
-21.40479,203.0155
-8.617293,80.91556
111.8327,-42.00943
295.8077,-42.42193
511.9577,87.92805
555.6827,230.6531
483.9077,331.7155
346.1327,355.6406
159.6827,302.0156
126.2702,202.6031
179.8952,69.77807
298.6952,-42.00943
443.4827,-35.40943
555.2702,87.51557
555.6827,252.1031
434.8202,393.178
222.7952,401.428
50.78271,329.653
-9.44229,218.6906
14.07021,85.86558
130.3952,-1.58442
337.0577,25.22808
552.3828,125.8781
555.6827,236.4281
515.2577,317.278
308.1827,394.4155
128.3327,398.953
2.932706,302.428
-28.82979,122.578
40.4702,-46.54699
237.6452,-47.78449
399.7577,17.803
554.8577,170.8405
555.6827,326.7655
515.2577,395.2404
261.1577,423.2904
9.120212,403.4904
-44.09229,332.9529
-43.26728,208.7904
53.6702,52.86545
301.9952,-55.20955
514.8452,-21.38455
555.6827,89.57795
554.0327,200.5405
490.5077,258.2904
346.1327,265.7154
244.2452,231.478
195.1577,166.3029
195.9827,64.00294
278.4827,-31.69705
454.6201,-17.25955
552.3827,77.61544
536.7077,203.8404
393.9827,311.0904
215.7827,342.4404
101.5202,261.1779
117.1952,122.1654
205.0577,-19.73455
308.5952,-56.03455
441.4201,5.015444
554.8576,173.7279
548.6702,252.9279
