310.6667,92.88889
256.8889,111.5556
220.0,154.6667
199.5556,216.0
199.1111,276.8889
232.8889,326.2222
273.7778,324.0
309.3333,293.7778
331.1111,238.2222
335.1111,167.5556
291.1111,92.0
250.6667,94.66666
219.5556,135.1111
211.1111,190.6667
222.6667,253.7778
247.5556,272.4445
275.5555,268.8889
296.4445,238.2222
300.0,190.6667
265.3333,134.6667
237.7778,133.3333
220.8889,160.8889
218.2222,199.5556
239.5556,243.5556
266.2222,251.1111
288.4445,244.4444
295.1111,214.2222
285.3333,178.6667
248.4444,156.8889
230.2222,164.4444
227.5556,185.7778
235.5556,204.0
251.5556,215.5556
278.2222,209.7778
281.7778,191.5556
273.3333,173.3333
248.4444,166.2222
236.4444,179.5556
235.5556,200.0
244.0,215.1111
257.3333,219.5556
272.4445,217.3333
278.6667,192.8889
272.4445,180.4444
259.5555,179.1111
246.2222,192.8889
244.4444,204.0
252.4444,208.0
263.5555,207.1111
268.0,193.7778
266.6667,179.5556
250.6667,175.1111
242.6667,181.3333
242.6667,192.0
255.1111,202.6667
266.6667,202.6667
270.2222,196.0
267.5555,186.2222
258.2222,180.0
248.4444,182.2222
248.4444,190.6667
251.1111,198.2222
257.7778,198.6667
263.1111,192.0
263.1111,180.8889
256.4445,177.3333
251.5556,181.7778
251.5556,192.8889
258.2222,202.2222
264.8889,202.2222
268.0,193.3333
267.5555,180.4444
259.1111,179.1111
251.1111,187.1111
250.2222,197.3333
255.1111,200.0
262.2222,195.5556
261.7778,184.0
254.2222,179.1111
245.7778,179.1111
240.0,189.3333
240.0,201.3333
