221.8716,156.3884
259.2516,149.2684
282.8366,171.0734
284.6166,206.6734
255.6916,226.2534
209.8566,213.3484
200.9566,190.2084
224.0965,169.2934
256.1366,170.1834
276.6066,187.0934
271.7116,211.1234
236.5565,230.7035
214.3065,222.6934
213.4165,181.7534
248.5715,147.4884
277.9416,156.3884
298.8566,192.8784
288.1765,216.9084
250.3515,224.4734
214.3065,201.3335
212.9715,171.0735
233.4415,155.0534
260.1415,180.4184
275.7165,220.4684
261.4765,235.1534
232.9965,215.1284
218.7565,175.9684
240.1165,154.1634
277.9415,157.7234
309.0916,181.7534
307.3116,205.7834
277.9416,219.1335
235.6666,212.9035
213.8616,180.8634
231.2166,153.7184
260.5866,155.9435
281.9466,185.7585
274.3815,235.5985
249.9066,240.9385
220.0916,216.4635
213.4166,175.5235
238.7816,161.2834
273.4916,170.1835
299.3016,188.8735
291.7366,204.0035
255.6916,217.7985
209.8566,212.4585
206.7416,187.0935
236.5566,156.3885
269.0416,164.8435
283.2817,206.2285
266.3717,250.2835
232.1067,247.1685
203.6267,202.2235
214.7517,159.0585
252.1317,153.7185
286.8418,174.6335
305.5318,201.7785
294.4068,213.7935
245.4568,220.0235
210.3018,202.6685
216.9768,165.2885
241.4518,150.1585
267.2618,175.5235
270.8218,212.4584
253.4668,239.6034
232.9968,234.7084
212.5268,203.1134
224.5418,168.4034
264.1468,159.0584
296.6318,177.7484
