237.7778,254.2222
217.3333,264.0
201.3333,256.8889
188.8889,233.3333
192.0,199.5556
220.0,164.0
269.7778,144.8889
347.5555,178.2222
365.3333,231.5556
342.6667,278.6667
284.0,302.2222
224.4444,295.1111
192.0,266.2222
181.3333,228.4444
190.6667,190.2222
212.8889,168.8889
241.7778,171.1111
268.0,192.0
285.3333,222.6667
278.6667,260.8889
250.2222,269.3333
214.2222,258.6667
188.0,231.5556
184.0,194.6667
206.6667,162.6667
242.2222,151.5556
273.7778,162.2222
291.1111,184.0
290.6667,204.8889
274.2222,219.5556
249.3333,226.2222
228.0,222.2222
213.3333,199.5556
218.2222,178.2222
241.3333,161.3333
274.2222,162.2222
304.0,182.6667
311.5555,208.8889
292.0,224.4444
255.5556,225.7778
223.1111,211.1111
211.1111,188.8889
218.6667,166.6667
252.8889,150.6667
276.0,167.5556
290.2222,198.6667
293.7778,226.2222
284.0,238.2222
266.2222,234.2222
248.0,217.3333
238.6667,195.5556
240.0,173.7778
248.0,167.5556
259.5555,177.3333
271.1111,195.1111
272.0,206.2222
246.6667,211.5556
225.3333,209.3333
216.0,200.8889
222.6667,188.8889
242.6667,180.8889
269.3333,182.2222
289.7778,194.6667
297.7778,208.8889
294.2222,219.5556
276.4445,224.4444
249.3333,219.5556
218.6667,200.8889
215.5556,187.5556
225.3333,179.1111
243.1111,181.3333
262.6667,196.8889
273.3333,212.8889
271.5555,217.7778
260.4445,216.8889
248.0,208.8889
243.5556,196.8889
248.0,186.2222
255.5556,184.8889
264.0,193.3333
270.6667,208.4444
268.0,210.2222
256.8889,205.3333
241.3333,192.8889
233.3333,180.4444
234.6667,171.5556
246.2222,169.7778
263.1111,178.6667
276.0,193.7778
280.0,206.2222
273.3333,210.6667
260.8889,208.0
244.4444,188.4444
245.3333,175.1111
255.5556,171.5556
269.3333,180.4444
280.8889,197.7778
282.6667,211.5556
270.2222,215.5556
249.3333,209.7778
234.6667,195.5556
234.6667,179.5556
242.6667,168.0
255.5556,166.2222
273.3333,189.3333
277.3333,208.0
272.0,217.7778
256.4445,218.2222
238.6667,208.0
230.6667,195.1111
233.3333,183.1111
244.0,173.7778
258.6667,171.1111
274.2222,180.4444
282.6667,193.3333
280.4445,200.8889
260.4445,200.0
246.6667,189.7778
241.3333,179.1111
242.2222,174.2222
248.8889,175.1111
262.6667,181.7778
278.2222,194.2222
285.3333,205.7778
279.5555,212.0
261.3333,211.5556
242.6667,201.7778
236.8889,187.5556
253.7778,170.2222
271.1111,168.8889
284.0,178.2222
289.7778,196.4444
284.0,211.5556
266.6667,218.2222
248.8889,215.5556
240.0,202.2222
240.0,181.3333
247.1111,162.6667
257.7778,155.1111
268.0,162.2222
282.2222,193.7778
284.0,210.6667
277.3333,218.6667
262.6667,217.3333
