166.0,176.5
157.25,229.625
201.625,232.75
266.625,217.75
319.75,190.875
332.875,161.5
287.25,126.5
237.875,113.375
192.25,131.5
166.625,169.0
181.625,215.875
226.0,222.75
271.625,212.125
307.25,187.75
317.25,161.5
291.0,139.0
257.25,125.875
218.5,129.625
191.0,159.0
187.25,210.25
222.875,224.0
272.25,220.25
310.375,198.375
324.75,167.75
309.125,144.625
256.625,115.875
208.5,123.375
178.5,161.5
174.125,237.75
212.25,249.625
262.25,239.0
307.25,209.0
334.125,165.875
326.625,122.125
267.875,84.62501
224.75,97.12501
189.75,142.125
169.75,242.125
204.125,262.75
255.375,250.25
305.375,217.125
338.5,152.125
334.125,130.25
277.25,80.25001
228.5,88.37501
187.25,135.875
153.5,241.5
184.75,259.0
236.625,252.75
288.5,221.5
329.125,183.375
338.5,142.125
291.625,100.875
242.25,107.125
197.25,140.875
166.625,214.0
196.0,235.25
241.625,233.375
282.875,212.125
318.5,180.875
326.625,149.0
292.25,124.625
252.875,122.75
211.625,143.375
190.375,194.0
207.875,218.375
243.5,222.75
278.5,207.75
309.125,181.5
306.0,149.625
276.625,134.0
233.5,132.75
197.875,155.25
181.0,199.625
201.625,219.0
237.25,221.5
277.875,204.625
315.375,171.5
321.0,144.0
284.125,114.0
242.875,116.5
206.0,145.875
182.875,213.375
206.0,239.0
242.875,240.25
284.125,219.0
322.875,185.25
336.0,152.125
299.125,115.875
254.75,104.0
209.75,129.625
166.625,219.625
186.0,258.375
227.25,265.875
267.25,246.5
303.5,213.375
334.75,158.375
322.25,127.75
284.75,110.875
239.125,129.625
182.875,220.25
176.625,260.25
199.125,265.875
234.75,254.0
283.5,214.625
332.25,147.75
314.125,118.375
270.375,105.25
224.75,124.625
172.875,204.625
177.875,240.875
212.25,247.75
256.625,234.0
310.375,200.875
347.875,142.125
323.5,121.5
270.375,124.625
216.625,150.25
